Title,source,source link,link,link date
N/A,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,mailto:osd.pentagon.ousd-p-r.mbx.directives-program@mail.mil,2021-01-29 14:32
Fourth Estate Manpower Tracking System (FMTS),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-12-006.pdf?ver=2019-03-19-105626-277,2021-01-29 14:32
DoD Implementation of Presidential Policy Directive 19,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-13-008.pdf?ver=2017-07-19-142546-090,2021-01-29 14:32
"Policy Guidance for the Processing of National Interest Determinations (NIDs) in Connection with Foreign Ownership, Control, or Influence (FOCI)",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-15-002.PDF?ver=gtZ6MLxId9U69shDhF2j3w%3d%3d,2021-01-29 14:32
Integrated DoD Intelligence Priorities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-15-004.pdf?ver=2019-01-24-104515-253,2021-01-29 14:32
Policy Guidance for the Disinterment of Unidentified Human Remains,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-16-003.pdf?ver=2019-12-10-143512-417,2021-01-29 14:32
Veterans Military Exchange Online Shopping Access Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-17-003.pdf?ver=y4-h_Z86uvUfOsR8jzVWAQ%3d%3d,2021-01-29 14:32
Department of Defense Expeditionary Civilian Workforce,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-17-004.pdf?ver=2020-02-12-142458-843,2021-01-29 14:32
Interim Policy and Guidance for Defense Support to Cyber Incident Response,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dtm/DTM-17-007.pdf?ver=2020-06-01-113715-743,2021-01-29 14:32
Algorithmic Warfare Cross-Functional Team (AWCFT),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dtm/,https://directives.whs.mil/issuances/DTM-18-002_CAC.pdf,2021-01-29 14:32
